GeoBg2010,_NAME_,_LABEL_,death_age_group_3,death_age_group_4,death_age_group_1,death_age_group_2,_TYPE_,_FREQ_,Births_total,agegroup_1,agegroup_2,agegroup_3,agegroup_4,Births_low_wt,Births_prenat_adeq,Births_prenat_inad,Births_preterm
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,1,53,1,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,2,3,42,1,0,0,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,3,8,22,0,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,4,3,6,0,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,0,1,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,24,0,0,0,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,1,1,0,1
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,1,0,1
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 1",Deaths_total,Total deaths,8,15,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,3,0,1,1,0,1
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,1,4,0,0,0,1,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,7,0,0,0,1,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,2,0,16,2,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,6,1,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,6,1,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,1,1,0,1
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,1
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 2",Deaths_total,Total deaths,,18,,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,1,5,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,1,1,7,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,5,0,0,0,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,6,0,0,0,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,1,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,8,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,0,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,1,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,0,1,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,1,0,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,1,0,0
"DC Tract 95.08, block group 3",Deaths_total,Total deaths,1,8,,,0,18,18,0,0,0,0,0,0,1,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,2,0,0,1,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,3,0,9,1,0,0,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,1,0,0,0,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,6,0,0,U,U,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,1,1,5,0,0,0,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,1,0,6,1,0,1,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,0,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,0,0,1
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,1,0,1
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 1",Deaths_total,Total deaths,,9,,,0,13,13,0,0,0,0,1,1,0,1
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,1,0,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,0,0,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,0,0,1,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,2,1,1,1,0,1
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,7,1,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,2,0,2,3,0,0,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,1,0,4,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,2,11,1,0,0,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,0,2,13,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,5,0,10,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,5,0,10,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,5,0,10,0,0,1,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,5,0,10,0,0,0,0,0
"DC Tract 95.09, block group 2",Deaths_total,Total deaths,2,20,,,0,17,17,5,0,10,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,10,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,1,0,11,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,11,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,1,3,22,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,2,0,0,0,1,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,2,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,2,0,0,1,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,2,0,0,0,0,0
"DC Tract 95.09, block group 3",Deaths_total,Total deaths,2,11,,,0,10,10,0,0,2,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,1,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,1,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,4,1,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,3,1,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,2,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,0,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,0,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,U,U,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,1,2,4,0,1,0,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,U,U,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,1,4,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,U,U,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,1,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,1,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,1,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,1,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,U,U,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,1,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,0,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,0,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,1,1,0,1
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,1,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,U,U,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,1,0,0
"DC Tract 96.01, block group 1",Deaths_total,Total deaths,12,11,1,1,0,55,55,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,1,1,2,0,0,0,1,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,1,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,2,1,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,2,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,1,U,U,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,U,U,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,1,0,0,1
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,2,3,7,0,0,0,1,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,1,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,1,U,U,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,1,1,0,1
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,U,U,0
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,1
"DC Tract 96.02, block group 1",Deaths_total,Total deaths,11,6,1,,0,40,40,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,0,0,1
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,2,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,1,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,0,1,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,1,0,1
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,1,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,U,U,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,U,U,1
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,1,0,1,1
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,1,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,1,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,0,0,0
"DC Tract 96.02, block group 2",Deaths_total,Total deaths,6,6,1,,0,38,38,0,0,0,0,0,1,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,2,6,0,0,0,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,10,0,0,U,U,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,1,0,0,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,1,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,1,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,1,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,1,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,0,0
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,1,0,1,1
"DC Tract 96.03, block group 1",Deaths_total,Total deaths,4,9,,,0,35,35,0,0,0,0,0,0,1,0
